id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,distance_osrm,pickup_dist_NYC_center,dropoff_dist_NYC_center,speed_osrm,trip_duration,is_outlier
id0997629,1,2016-05-01 00:40:34,2016-05-01 01:26:43,1,-73.78195190429686,40.64473724365234,-73.19065856933594,40.795658111572266,N,66.5345,20.39383584220004,69.46491538208213,86.5020585048754,2769,True
id3535903,1,2016-06-03 19:33:10,2016-06-03 19:33:55,1,-73.32998657226561,40.775028228759766,-73.32998657226561,40.775028228759766,N,0.0,57.51259615319304,57.51259615319304,0.0,45,True
id1122429,1,2016-04-05 00:05:55,2016-04-05 00:06:04,1,-73.53226470947266,41.054214477539055,-73.53226470947266,41.054214477539055,N,0.0,55.0612215971008,55.0612215971008,0.0,9,True
id3411872,1,2016-04-08 16:27:07,2016-04-08 18:02:26,3,-74.00244140625,40.73993682861328,-73.90088653564453,41.387001037597656,N,86.6142,3.028466628920178,75.39299425646948,54.52196537856268,5719,True
id0838705,1,2016-02-26 19:50:03,2016-02-26 20:08:54,1,-66.97216033935547,44.37194442749024,-69.04801940917969,43.1475830078125,N,,706.017903382147,492.0408335227486,,1131,True
id3777240,2,2016-01-27 18:26:40,2016-01-27 18:45:05,2,-121.93323516845705,37.38929748535156,-121.93320465087892,37.389102935791016,N,0.0,4113.674804937593,4113.679810979003,0.0,1105,True
id0091982,2,2016-01-11 17:22:12,2016-01-11 19:06:21,1,-73.78988647460938,40.64376831054688,-73.04737854003906,41.23573684692384,N,90.5581,19.81386377067379,99.41056859338124,52.1698127700432,6249,True
id2161388,2,2016-06-19 02:55:52,2016-06-19 04:51:10,1,-73.98892211914062,40.718658447265625,-73.5680389404297,41.048221588134766,N,72.4726,1.582880265491576,52.44190253402152,37.71340849956635,6918,True
id1561128,2,2016-01-28 21:43:02,2016-01-29 21:33:30,1,-73.9504623413086,40.77579879760742,-73.65480041503906,41.084320068359375,N,59.079,8.422934893244344,50.77389835746478,2.478030479563779,85828,True
id2644780,1,2016-05-03 16:24:07,2016-05-03 17:18:34,2,-73.99132537841797,40.7500228881836,-79.51861572265625,43.92102813720703,N,671.6565,4.315437650989551,577.2898211743096,740.1173553719009,3267,True
id2156521,1,2016-06-02 20:43:52,2016-06-02 22:13:32,3,-73.78115844726561,40.6448974609375,-74.55001068115233,40.435646057128906,N,59.9926,20.44956643759194,55.39903792483258,40.14374721189591,5380,True
id2818049,1,2016-05-31 04:35:17,2016-05-31 04:35:58,3,-73.88245391845702,41.189956665039055,-73.8824462890625,41.189956665039055,N,0.0002,54.001003592667786,54.0011273340178,0.0175609756097561,41,True
id0201821,1,2016-06-20 12:28:41,2016-06-20 13:15:41,1,-73.86334228515625,40.77001953125,-73.41239929199219,40.73409652709961,N,49.6555,13.62209501532635,50.206503666350144,63.39000000000001,2820,True
id2063668,2,2016-05-27 15:49:49,2016-05-27 15:52:14,2,-73.09227752685547,40.95363998413086,-73.09217834472656,40.953651428222656,N,0.0012,81.57799747648667,81.58631108192925,0.02979310344827586,145,True
id2874133,1,2016-05-16 19:38:31,2016-05-16 20:18:24,1,-73.7768325805664,40.64547348022461,-73.4144058227539,40.78807067871094,N,46.523300000000006,20.766759641296293,50.6554506679993,69.98908483075638,2393,True
id0678254,1,2016-04-23 04:23:50,2016-04-23 04:24:20,1,-73.5429458618164,41.04533386230469,-73.5429458618164,41.04532623291016,N,0.0,53.73129050724448,53.73070982576419,0.0,30,True
id3843701,1,2016-02-18 23:21:28,2016-02-19 00:09:05,1,-73.99039459228516,40.71951675415039,-73.83625030517578,41.147003173828125,N,56.7901,1.5149251301995112,50.29423370958055,71.55910395519776,2857,True
id0119033,2,2016-03-20 08:56:17,2016-03-20 09:11:37,1,-73.2227020263672,40.759571075439446,-73.2227020263672,40.759571075439446,N,0.0,66.36830816692387,66.36830816692387,0.0,920,True
id2198513,2,2016-01-22 00:17:34,2016-01-22 00:17:42,1,-74.70536804199219,40.27629089355469,-74.70536041259764,40.27627944946289,N,0.0,76.58059186392633,76.58089935772402,0.0,8,True
id3306150,2,2016-04-18 16:49:00,2016-04-18 16:52:00,1,-77.03943634033203,38.89884948730469,-77.03943634033203,38.89884948730469,N,0.0,328.66382397738164,328.66382397738164,0.0,180,True
id3195590,2,2016-06-08 18:09:10,2016-06-08 19:13:39,1,-73.78358459472656,40.648601531982415,-73.5374984741211,41.06003189086913,N,75.8385,20.109091268175707,55.19037456282493,70.56567588524166,3869,True
id2871847,1,2016-02-25 21:08:07,2016-02-25 21:51:23,1,-73.86402893066406,40.77029037475586,-73.78269958496092,41.15839767456056,N,56.7235,13.584909146626234,52.93764755113549,78.66124807395994,2596,True
id2854272,2,2016-02-26 13:50:19,2016-02-26 13:58:38,2,-121.93334197998048,37.389381408691406,-121.9333038330078,37.38951110839844,N,0.0,4113.680416639017,4113.672225480903,0.0,499,True
id0292710,2,2016-03-18 00:51:41,2016-03-18 00:52:09,1,-74.58442687988281,40.394729614257805,-74.58442687988281,40.394718170166016,N,0.0,60.39687698323234,60.397623516655536,0.0,28,True
id0896463,1,2016-04-10 16:08:45,2016-04-10 16:09:38,1,-72.42122650146483,40.88347244262695,-72.42122650146483,40.88347244262695,N,0.0,135.07551932317705,135.07551932317705,0.0,53,True
id3518015,1,2016-04-14 22:48:31,2016-04-14 23:01:50,1,-72.59101867675781,43.13965225219727,-72.59101867675781,43.13965225219727,N,0.0,293.98587289496646,293.98587289496646,0.0,799,True
id1375130,1,2016-04-22 03:49:52,2016-04-22 03:54:59,1,-73.31204986572266,41.167816162109375,-73.31180572509764,41.16789627075195,N,0.0,77.25487668186572,77.27622059401638,0.0,307,True
id3230185,2,2016-03-15 19:39:48,2016-03-15 20:57:37,2,-73.9793701171875,40.75569152832031,-73.33280944824217,40.85445022583008,N,65.32509999999999,5.267527255674345,58.96071822448378,50.368464339258935,4669,True
id1128021,1,2016-04-22 03:44:17,2016-04-22 03:44:50,1,-73.31204223632812,41.16782379150391,-73.31204223632812,41.16782379150391,N,0.0,77.25591430676799,77.25591430676799,0.0,33,True
id1216866,1,2016-03-26 22:01:54,2016-03-27 00:47:16,1,-73.98149108886719,40.773250579833984,-76.1357192993164,40.24362564086913,N,48.252300000000005,7.024892304095094,187.9490825949472,17.507385607740375,9922,True
id0424393,2,2016-02-01 18:24:32,2016-02-01 19:12:17,1,-73.90863037109375,40.80611038208008,-73.50843811035155,41.07938003540039,N,88.6852,13.22769872207559,58.439716235082464,111.43690052356021,2865,True
id1868734,2,2016-06-19 03:40:28,2016-06-19 03:44:12,1,-74.72671508789062,40.09978866577149,-74.6631317138672,40.15374374389648,N,0.0,91.52167533140536,83.44327282911209,0.0,224,True
id2070062,1,2016-05-18 01:12:35,2016-05-18 01:12:54,1,-72.92437744140625,41.30128860473633,-72.92433929443358,41.30135345458984,N,0.0,112.0290169548423,112.03578851317005,0.0,19,True
id1737733,2,2016-06-27 07:59:17,2016-06-27 09:17:42,2,-73.98316192626953,40.74713134765625,-73.45439147949217,41.092811584472656,N,97.7243,4.272821849478291,62.77803428895474,74.77310945802338,4705,True
id3628988,1,2016-05-05 18:21:37,2016-05-05 18:30:45,1,-79.56973266601561,41.586273193359375,-80.35543060302734,42.09018325805664,N,38.726,476.9212759365289,552.3980658839027,254.40437956204377,548,True
id2017266,2,2016-01-08 17:56:22,2016-01-08 18:55:56,1,-73.78189086914062,40.644695281982415,-73.3639373779297,40.71242141723633,N,41.5457,20.400361038445645,54.25390932553216,41.84793508673754,3574,True
id2112321,1,2016-04-07 09:15:28,2016-04-07 09:18:01,2,-73.3752212524414,41.130977630615234,-73.3752212524414,41.130977630615234,N,0.0,70.56722064879152,70.56722064879152,0.0,153,True
id0205460,1,2016-01-10 16:46:16,2016-01-10 16:51:45,1,-65.89738464355469,39.45788192749024,-65.89738464355469,39.45788192749024,N,0.0,705.1840431429009,705.1840431429009,0.0,329,True
id0537881,1,2016-05-22 17:21:28,2016-05-22 17:21:53,1,-73.19525909423827,40.76510238647461,-73.19525909423827,40.765098571777344,N,0.0003,68.72586634234708,68.72583249302916,0.043199999999999995,25,True
id0169751,1,2016-01-28 00:11:01,2016-01-28 00:54:14,1,-73.8733139038086,40.77407836914063,-73.37782287597656,40.699573516845696,N,52.4206,13.110976878100605,53.10599815369952,72.77831083686849,2593,True
id2590417,2,2016-04-22 16:34:58,2016-04-22 18:16:51,1,-73.7822036743164,40.644962310791016,-73.566650390625,41.02856063842773,N,52.762800000000006,20.3647799018456,51.00313386848656,31.072481596597417,6113,True
id0895501,1,2016-01-26 10:24:44,2016-01-26 10:24:52,1,-73.37091064453125,41.12307357788086,-73.37091064453125,41.12307357788086,N,0.0,70.27114040189845,70.27114040189845,0.0,8,True
id3795134,1,2016-03-21 20:54:00,2016-03-22 01:43:23,3,-75.23832702636719,39.92302703857422,-73.92257690429686,40.610130310058594,N,41.1618,136.6061396140244,13.407265503671528,8.534382307204977,17363,True
id1005950,1,2016-04-02 22:00:03,2016-04-02 22:20:05,2,-76.96324157714844,38.9460334777832,-76.96324157714844,38.9460334777832,N,0.0,320.2319431349925,320.2319431349925,0.0,1202,True
id3073838,1,2016-03-13 05:10:05,2016-03-13 05:17:30,2,-79.48789978027342,40.73915863037109,-79.48789978027342,40.73915863037109,N,0.0,463.0595077528481,463.0595077528481,0.0,445,True
id0722344,1,2016-05-20 18:36:59,2016-05-20 18:37:08,1,-73.39971160888672,40.670555114746094,-73.39971160888672,40.670555114746094,Y,0.0,51.46131361547501,51.46131361547501,0.0,9,True
id3458201,2,2016-05-03 21:39:04,2016-05-03 22:42:51,1,-73.87632751464845,40.77214050292969,-73.28742218017578,41.13809967041016,N,85.84219999999999,12.781961799186004,76.77250861444999,80.75043637313821,3827,True
